iteration,id,juris,workflow,status,name,global,entity_types
239,63e6a9424357920db2b3a649,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Formation', 'Organizational']",pdf,Formulaire 2 - Siege social initial et premier conseil d'administration,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
240,63e6a94317b91d0d89791a9c,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Annual Compliance'],pdf,Formulaire 22 - Rapport annuel,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
241,63e6a943f9c54c0daa8034fe,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Merge / Amalgamate'],pdf,Formulaire 9 - Statuts de Fusion,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
242,63e6a943ff3bd20d6ea397c7,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Amendments', 'Change of Shared Address']",pdf,Formulaire 3 - Changement d'adresse du siege social,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
243,63e6a9435765ea0d824dd239,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Amendments', 'Change of principals', 'Change of Company Name', 'Change of Shared Address']",pdf,Formulaire 4 - Clauses modificatrices,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
244,63e6a94393dc930dba1624ae,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Formation'],pdf,Formulaire 1 - Statuts Constitutifs,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
245,63eacae33899f80d830481c4,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]","['General', 'Change of Company Name', 'Principals', 'Change of Address']",pdf,Form 02GPS Change General Partnership Registration,True,['General Partnership']
246,63eacae307744c0eb216dcf5,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]","['General', 'Change of Company Name', 'Principals', 'Change of Address']",pdf,Form 02COR Corrections for Sole Proprietorship and General Partnership Registration,True,"['General Partnership', 'Sole Proprietorship']"
247,63eacae36eb0430d6e82314c,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]",['Formation'],pdf,REG 707 Statement of Registration for General Partnership,True,['General Partnership']
248,63eacae307744c0eb216dcf6,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]",['Dissolve'],pdf,REG 722 Dissolution of Proprietorship or Partnership,True,"['General Partnership', 'Sole Proprietorship']"
249,63eacae38172a20d7862d84a,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]",['Formation'],pdf,Form 706 Statement of Registration for Sole Proprietorship,True,['Sole Proprietorship']
250,63eacae3741d8a0ec8b74af5,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]","['General', 'Change of Company Name', 'Principals', 'Change of Address']",pdf,REG 720 Change Sole Proprietorship Registration,True,['Sole Proprietorship']
251,63ec0ba88172a20d78631e17,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Change of principals'],pdf,Form 6 - Changements concernant les administrateurs,True,"['Company', 'Corporation']"
252,6446c258cd704e0d543f6f77,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Change of principals'],pdf,Form 47 - Notice of Change of Directors_Page 2,True,['Not-for-profit Organization']
253,644801a78197ec0d5e6bb29b,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Revival'],pdf,Formulaire 15 - Clauses de Reconstitution,True,"['Company', 'Corporation']"
254,645bde2fb6e4c17c00a73301,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]","['Change of principals', 'Formation', 'Organizational', 'Principals']",pdf,Form 7 - Co-operatives Act - Notice of Directors (NL),True,['Co-Operative']
255,645c0c74b6e4c17c00a7bea1,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Change of principals'],pdf,Notice of Change of Officers,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
256,645c0c75b6e4c17c00a7bea3,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]","['Change of principals', 'Registration Compliance']",pdf,Notice of Change of Directors,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
257,6467df4876bfbb0d60d4c6fb,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Change of principals'],pdf,Formulaire 6 - Changements concernant les administrateurs,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'GmbH', 'Joint Venture', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust']"
258,6467e80a2b7bc20d48251613,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Formulaire 17 - Clauses de Dissolution,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'GmbH', 'Joint Venture', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust']"
259,646cdb8d9f2b3f0d59997311,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Change of Address', 'Change of Shared Address', 'Shared Addresses']",pdf,Form 4003 - Change of Registered Office Address,True,['Not-for-profit Organization']
260,646cdb8e6442ac0d5b846531,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Continuance', 'Formation', 'Merge / Amalgamate', 'Revival']",pdf,Form 4002 - Initial Registered Office Address and First Board of Directors,True,['Not-for-profit Organization']
261,646cdb8d2b7bc20d482547f1,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Formation'],pdf,Form 4001 - Articles of Incorporation,True,['Not-for-profit Organization']
262,646cdd2676bfbb0d60d5089d,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Organizational'],pdf,Consent to Act as First Director - MB,True,['Corporation']
263,646cde446442ac0d5b846565,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Dissolve'],pdf,Form 17 - Articles of Dissolution (French),True,['Corporation']
264,646cde444601070d520b28d3,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Continuance'],pdf,Formulaire 11 - Clauses de Prorogation,True,['Corporation']
265,647115d98fce930d50b7c922,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]","['Formation', 'Organizational']",pdf,Articles of Incorporation (Share Capital),True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
266,647116a91fb6cd0d69a2739c,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Change of Company Name'],pdf,Form 7 Change of Business Name (Manitoba),True,"['Partnership', 'General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Sole Proprietorship']"
267,6471173b1fb6cd0d69a273ab,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Registration Compliance'],pdf,Business Name Registration,True,"['Partnership', 'General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Sole Proprietorship']"
268,6474d94614a8000d62667ab0,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Limited Partnership,True,['Limited Partnership']
269,6474d94636f64a0d5e47a7e1,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for Close Corporation,True,"['Company', 'Corporation']"
270,6474d9469931f60d578ce46c,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Statutory Trust,True,['Trust']
271,6474d94649f6c00d6bcc4c64,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]","['Registration Compliance', 'Formation']",pdf,Certificate of Registration of Foreign Limited Partnership,True,['Limited Partnership']
272,6474d946d3292a0d57ff6ac4,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Registration of Foreign Limited Liability Company,True,['Limited Liability Company']
273,6474dbc614a8000d62667ad6,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for Stock Corporation with Directors Liability Information,True,"['Company', 'Corporation']"
274,6474dfd536f64a0d5e47a83b,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for a Public Benefit Corporation,True,['Public Limited Company']
275,6474dfd514a8000d62667b15,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for Non-Stock Corporation,True,['Not-for-profit Organization']
276,6474dfd58fce930d50b80a4f,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for Exempt Corporation,True,"['Company', 'Corporation']"
277,647ea69588f18b746434daa7,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Incorporation for Stock Corporation,True,"['Company', 'Corporation']"
278,64836932b709e10d560b2bd3,"[{'country': 'Australia', 'name': 'Australia', 'region': ''}]","['Change of Company Name', 'Formation']",pdf,Form 410 Application for Reservation of Name,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
279,6483693202d8d10d5e22ae03,"[{'country': 'Australia', 'name': 'Australia', 'region': ''}]","['Change of Agents', 'Change of Contacts']",pdf,Form 362 Notification to Appoint or Cease a Registered Agent,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
280,6483699cdf6f8b0d4ff6f732,"[{'country': 'Australia', 'name': 'Australia', 'region': ''}]",['Dissolve'],pdf,Form 6010 Application for Voluntary Deregistration,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
281,6483699c71b9d80d7b64fe12,"[{'country': 'Australia', 'name': 'Australia', 'region': ''}]",['Dissolve'],pdf,Form 520 Deed of Solvency,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
282,6483699ddd5ab30d654f8402,"[{'country': 'Australia', 'name': 'Australia', 'region': ''}]","['Change of Company Name', 'Formation']",pdf,Form 205 Notification of resolution Change of Name,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
283,6494a07d9bb0dc0d5c9586eb,"[{'country': 'Canada', 'name': 'New Brunswick - Canada', 'region': 'New Brunswick'}]",['Continuance'],pdf,Application to Continue to Another Jurisdiction,True,"['Company', 'Corporation']"
284,649af09f38b7c00d5b8d7909,"[{'country': 'Canada', 'name': 'Newfoundland and Labrador - Canada', 'region': 'Newfoundland and Labrador'}]",['Annual Compliance'],pdf,Form 27 - Annual Return (Co-operatives Act),True,['Co-Operative']
285,649efcf6db17180d5a3e308b,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]","['Registration Compliance', 'Formation']",pdf,Certificate of Registration of Foreign Statutory Trust,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
286,64a72cbb12681c0d5bdc32f8,[],['Organizational'],pdf,RE-202 Declaration d-immatriculation pour une societe de personnes,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
287,64a72daddb17180d5a3f26a3,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Organizational'],pdf,RE-201 Declaration d'immatriculation pour une entreprise individuelle,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
288,64a72daedb17180d5a3f26a5,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Organizational'],pdf,RE-200 Declaration d'immatriculation ou declaration initiale pour une personne morale,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
289,64a88a843c64a60d5d5d2a1a,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Organizational'],pdf,RE-203 Declaration d'immatriculation pour une association ou un groupement de personnes,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
290,64a88cef3c64a60d5d5d2a21,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Organizational'],pdf,RE-204 Declaration d'immatriculation pour une fiducie,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
291,64a88ded559b5f0d6b7fc68b,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Annual Compliance'],pdf,"RE-401 Declaration annuelle ou courante pour une entreprise individuelle, une societe de personnes",True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
292,64a88eb71304dd0d573e01da,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-402 Declaration de mise a jour de correction,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
293,64a88f457480690d5e5ce82c,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Annual Compliance'],pdf,RE-403 Declaration de mise a jour annuelle ou courante pour une fiducie,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
294,64a8911f2074170d62ddc2ca,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]","['Amendments', 'Change of principals', 'Change of Company Name', 'Change of Profile Address']",pdf,RE-503 Reglement concernant la modification,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
295,64a8916c982f8c0d6993c73a,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-505 Demande de lettres patentes de conversion,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
296,64a891b9559b5f0d6b7fc6a7,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-701 Demande de revocation de radiation presentee par un tiers,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
297,64a894587480690d5e5ce844,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Change of Company Name'],pdf,RE-507 Demande de changement de nom d'un syndicat professionnel,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
